LOCAL_WELL,OWNERS_NAM,DATE_COMPL,GEOLOGIC_U,WATER_LEVE,DATE_MEASU,PUMP_SETTI,PUMP_RATE,YIELD_MEAS,PUMP_HOURS,PUMP_DOWN_,AQUIFER_NA,X,Y
9402Z,COPOLYMER,11/08,"00000000","4.50",11/04/08,,,,,,[TO BE DETERMINED],"675031","3375914"
9403Z,DON CARTER,09/08,"00000000","4.00",09/18/08,,,,,,[TO BE DETERMINED],"684608","3367911"
7546Z,CIRCLE K,02/95,112SESC,"2.61",02/22/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"687285","3365924"
7547Z,CIRCLE K,02/95,112SESC,"2.42",02/22/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"687285","3365924"
7548Z,CIRCLE K,02/95,112SESC,"1.85",02/22/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"687311","3365924"
7549Z,CIRCLE K,02/95,112SESC,"11.39",02/17/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681608","3373342"
7550Z,CIRCLE K,02/95,112SESC,"11.40",02/17/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681635","3373312"
7551Z,CIRCLE K,02/95,112SESC,"11.20",02/17/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681608","3373312"
7552Z,CIRCLE K,02/95,112SESC,"9.30",02/17/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681635","3373312"
7553Z,CIRCLE K,02/95,112SESC,"6.75",02/17/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681635","3373312"
8460Z,CONOCO PHILLIPS,,112MRVAC,"9.35",10/22/99,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675374","3364586"
8461Z,CONOCO PHILLIPS,,112MRVAC,"9.21",10/22/99,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675374","3364586"
8610Z,EXXON MOBIL,03/02,112SESC,"3.61",03/25/02,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680885","3373515"
8611Z,EXXON MOBIL,03/02,112SESC,"3.69",03/25/02,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680885","3373515"
8624Z,"DAY, RW & ASS0C",04/02,112MRVAC,"2.50",05/01/02,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675105","3364704"
7345Z,EXXON CO USA,11/87,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"683888","3372580"
7346Z,EXXON CO USA,11/87,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"683888","3372580"
7347Z,EXXON CO USA,11/87,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"683888","3372580"
7377Z,CHEVRON,02/90,112MRVAC,"0.00",,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675718","3364745"
7514Z,CHEVRON,,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677625","3367332"
7515Z,CHEVRON,,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677625","3367332"
7516Z,CHEVRON,10/91,112SESC,"11.20",11/22/91,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686421","3371145"
7517Z,CHEVRON,,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686421","3371145"
7518Z,CHEVRON,10/91,112SESC,"10.00",11/22/91,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686421","3371145"
7519Z,CHEVRON,10/91,112SESC,"10.00",11/22/91,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686421","3371145"
7520Z,CHEVRON,10/91,112SESC,"10.13",11/22/91,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686421","3371145"
7929Z,BFI,09/97,112SESC,"6.71",09/10/97,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686937","3364409"
7930Z,BFI,09/97,112SESC,"13.11",09/10/97,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686884","3364377"
7931Z,"KIMBALL, DAVE",10/97,11200NWM,"0.00",,,,,,,[NO WELL MADE],"691885","3360860"
9404Z,CIRCLE K,,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681635","3373312"
9405Z,CIRCLE K,,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681635","3373312"
9406Z,CIRCLE K STORES,,"00000000","0.00",,,,,,,[TO BE DETERMINED],"681635","3373312"
9408Z,ALBERTSONS LLC,12/08,"00000000","0.00",12/10/08,,,,,,[TO BE DETERMINED],"684201","3368274"
9409Z,ALBERTSONS LLC,12/08,"00000000","0.00",12/12/08,,,,,,[TO BE DETERMINED],"684175","3368242"
9410Z,ALBERTSONS LLC,12/08,"00000000","0.00",12/12/08,,,,,,[TO BE DETERMINED],"684202","3368243"
9411Z,ALBERTSONS LLC,12/08,"00000000","0.00",12/10/08,,,,,,[TO BE DETERMINED],"684228","3368274"
8585Z,UNKNOWN,,112SLBR,"0.00",,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"690522","3365487"
7724Z,CHEVRON,06/91,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681918","3367588"
7725Z,CHEVRON,06/91,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681838","3367556"
7732Z,HEIST FIELD,10/95,11204BR,"24.00",10/24/95,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"690011","3359626"
7733Z,"HOPKINS, BLAKE",02/96,11204BR,"29.00",02/19/96,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"687486","3363525"
7734Z,K MART,04/96,112SESC,"17.40",04/04/96,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680166","3370239"
7736Z,CHEVRON,03/89,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"675678","3375493"
8265Z,FAIR OAKS CORP,,112SLBR,"0.00",,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"687640","3359246"
8266Z,FAIR OAKS CORP,,112SLBR,"0.00",,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"687640","3359246"
8267Z,CHEVRON PRODUCT,08/89,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686635","3368007"
8764Z,"BATON ROUGE, LA",11/03,112PLSC,"9.00",11/15/03,,,,,,PLEISTOCENE SERIES,"683242","3363453"
8765Z,"BATON ROUGE, LA",12/03,112MRVA,"12.00",12/08/03,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"682187","3361094"
8766Z,"BATON ROUGE, LA",11/03,112MRVA,"16.00",11/03/03,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"681059","3359843"
8767Z,"BATON ROUGE, LA",11/03,112MRVA,"13.00",11/04/03,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"681059","3359843"
8334Z,EXXON CHEMICAL,08/99,112MRVAC,"13.00",08/23/99,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675066","3375360"
8336Z,EXXON CHEMICAL,08/99,112MRVAC,"11.00",08/23/99,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675040","3375359"
8338Z,SOUTHLAND CORP,04/99,112SESC,,04/08/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678729","3371570"
8339Z,SOUTHLAND CORP,04/99,112SESC,,04/08/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678703","3371539"
8341Z,SOUTHLAND CORP,04/99,112SESC,,04/08/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678703","3371539"
8342Z,SOUTHLAND CORP,04/99,112SESC,,04/08/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678703","3371539"
8922Z,BR PUBLIC WORKS,03/05,112MRVAC,"11.00",03/21/05,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675827","3367919"
8923Z,BR PUBLIC WORKS,03/05,112MRVAC,"7.00",03/18/05,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"676125","3367678"
8924Z,BR PUBLIC WORKS,02/05,112PLSC,"14.00",03/15/05,,,,,,PLEISTOCENE SERIES,"677993","3369279"
8929Z,EXXON MOBIL,03/05,112SESC,"0.92",04/04/05,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"682303","3365316"
8930Z,EXXON MOBIL,03/05,112SESC,"0.83",04/04/05,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"682303","3365316"
8931Z,EXXON MOBIL,03/05,112SESC,"2.80",04/04/05,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"682303","3365316"
8778Z,CHEVRON PRODUCT,11/03,112SESC,"3.70",12/09/03,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678645","3366949"
8779Z,CHEVRON PRODUCT,11/03,112SESC,"2.11",12/09/03,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678645","3366980"
8405Z,"HENDRICK, NEAL",06/00,112SESC,,09/17/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"676986","3367230"
8516Z,EXXON MOBIL,05/01,112SESC,"3.29",06/01/01,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677126","3370096"
8517Z,EXXON MOBIL,05/01,112SESC,"2.71",06/01/01,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677126","3370096"
8518Z,EXXON MOBIL,05/01,112SESC,"5.86",06/01/01,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677153","3370097"
8519Z,EXXON MOBIL,05/01,112SESC,"3.56",06/01/01,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677179","3370128"
8520Z,EXXON MOBIL,05/01,112SESC,"5.59",06/01/01,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677179","3370097"
8521Z,EXXON MOBIL,05/01,112SESC,"3.63",05/14/01,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677445","3366898"
8522Z,EXXON MOBIL,05/01,112SESC,"2.52",05/14/01,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677445","3366898"
8769Z,"RICCA, SCOTT",07/03,11204BR,"50.00",07/21/03,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"685738","3375168"
8770Z,RING CONSTRUCT,04/03,112GZNO,"15.00",04/17/03,,,,,,GONZALES-NEW ORLEANS AQUIFER,"689633","3365995"
7329Z,STAR ENTERPRISE,05/94,112SESC,"3.00",05/05/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"684444","3368154"
7331Z,STAR ENTERPRISE,05/94,112SESC,"8.00",05/27/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"684444","3368154"
7333Z,BELLSOUTH,03/94,112SESC,"20.00",03/25/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688576","3374539"
7334Z,BELLSOUTH,05/94,112SESC,"20.00",05/25/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688604","3374509"
7335Z,BELLSOUTH,05/94,112SESC,"20.00",05/25/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688576","3374570"
7336Z,BELLSOUTH,05/94,112SESC,"20.00",05/25/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688576","3374539"
9224Z,FRANK KEAN,06/02,112MRVAC,"7.00",06/19/02,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"684937","3361110"
9225Z,FRANK KEAN,06/02,112MRVAC,"7.00",06/19/02,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"684937","3361110"
9226Z,FRANK KEAN,06/02,112MRVAC,"7.00",06/19/02,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"684937","3361110"
9412Z,ALBERTSONS LLC,12/08,"00000000","0.00",12/10/08,,,,,,[TO BE DETERMINED],"684202","3368243"
9413Z,ALBERTSONS LLC,12/08,"00000000","0.00",12/10/08,,,,,,[TO BE DETERMINED],"684228","3368274"
8523Z,EXXON MOBIL,05/01,112SESC,"4.39",05/14/01,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677445","3366898"
7554Z,CIRCLE K,02/95,112SESC,"1.68",02/17/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688036","3373421"
7711Z,EXXON CO USA,03/96,112SESC,"2.21",03/21/96,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"685064","3370906"
7712Z,EXXON CO USA,03/96,112SESC,"4.41",03/21/96,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"685091","3370907"
7713Z,EXXON CO USA,03/96,112SESC,"7.89",03/21/96,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"685091","3370876"
8586Z,EXXON MOBIL,,112SESC,"8.70",10/09/01,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688792","3369800"
8750Z,"BATON ROUGE, LA",08/03,112MRVA,"15.31",09/12/03,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"681356","3359633"
7926Z,BFI,09/97,112SESC,"6.50",09/10/97,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"687015","3364533"
8712Z,EXXON MOBIL,02/03,112SESC,"4.05",02/26/03,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680336","3374430"
8713Z,EXXON MOBIL,02/03,112SESC,"3.15",02/26/03,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680336","3374430"
8714Z,EXXON MOBIL,02/03,112SESC,"3.60",02/26/03,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680336","3374430"
8715Z,EXXON MOBIL,02/03,112SESC,"3.24",02/26/03,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680336","3374430"
8908Z,URS CORPORATION,02/05,112MRVA,"2.00",02/28/05,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"682342","3361374"
8910Z,URS CORPORATION,02/05,112PLSC,"12.00",02/23/05,,,,,,PLEISTOCENE SERIES,"683263","3363761"
8911Z,URS CORPORATION,02/05,112PLSC,"11.50",02/23/05,,,,,,PLEISTOCENE SERIES,"683263","3363761"
8912Z,URS CORPORATION,02/05,112PLSC,"6.50",02/23/05,,,,,,PLEISTOCENE SERIES,"683263","3363761"
8913Z,BETHANY WORLD,11/04,112PLSC,"25.00",11/23/04,,,,,,PLEISTOCENE SERIES,"686462","3362491"
8954Z,URS CORPORATION,03/05,112MRVA,,03/14/05,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"679803","3359915"
8955Z,BR PUBLIC WORKS,03/05,112NORC,"1.00",04/15/05,,,,,,NORCO AQUIFER,"679750","3359853"
8956Z,BR PUBLIC WORKS,03/05,112MRVA,"2.00",03/21/05,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"679750","3359853"
9354Z,"WASHANER, WOLFE",,"00000000","0.00",,,,,,,[TO BE DETERMINED],"684316","3366243"
9362Z,AAA PUMP REPAIR,09/07,"00000000","19.00",09/05/07,,,,,,[TO BE DETERMINED],"694140","3361732"
8823Z,EB PUBLIC WORKS,03/04,112MRVAC,"3.97",04/08/04,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675024","3369723"
8824Z,EB PUBLIC WORKS,03/04,112MRVAC,"3.64",04/08/04,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675717","3369796"
8825Z,EB PUBLIC WORKS,03/04,112MRVAC,"3.71",04/08/04,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675717","3369796"
8815Z,EXXON MOBIL,05/04,112SESC,"6.09",05/07/04,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686881","3364531"
8816Z,EXXON MOBIL,05/04,112SESC,"6.11",05/07/04,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686881","3364531"
8817Z,EXXON MOBIL,05/04,112SESC,"4.68",05/07/04,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686908","3364531"
8818Z,EXXON MOBIL,05/04,112SESC,"7.24",05/07/04,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686908","3364531"
8989Z,BR PUBLIC WORKS,02/05,112MRVA,,03/10/05,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"679957","3360256"
8990Z,BR PUBLIC WORKS,02/05,112MRVA,,03/10/05,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"680871","3359933"
8991Z,BR PUBLIC WORKS,02/05,112MRVA,"0.00",03/10/05,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"681598","3359575"
8992Z,BR PUBLIC WORKS,02/05,112MRVA,"0.00",03/10/05,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"681598","3359575"
8993Z,BR PUBLIC WORKS,02/05,112MRVA,,03/10/05,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"681598","3359575"
8994Z,BR PUBLIC WORKS,02/05,112MRVA,,03/10/05,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"679248","3361169"
8996Z,BR PUBLIC WORKS,02/05,112SESC,,03/10/05,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678768","3362762"
8997Z,BR PUBLIC WORKS,02/05,112MRVA,,03/10/05,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"681598","3359575"
8998Z,PROTECH,05/05,112SESC,"8.50",05/18/05,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686242","3366029"
8807Z,CONOCO PHILLIPS,10/04,112SESC,"3.73",11/04/04,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678461","3374892"
8809Z,SPEEDWAY SUPER,02/04,112SESC,"1.20",02/04/04,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"685189","3366720"
8891Z,CONOCO PHILLIPS,09/04,112SESC,"6.42",11/29/04,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681425","3368319"
8892Z,CONOCO PHILLIPS,09/04,112SESC,"11.23",11/29/04,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681425","3368319"
8893Z,CONOCO PHILLIPS,09/04,112SESC,"4.25",11/29/04,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681425","3368319"
8897Z,BR PUBLIC WORKS,01/05,112SESC,"3.98",02/16/05,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"679931","3366693"
8899Z,BR PUBLIC WORKS,01/05,112SESC,"9.32",02/17/05,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"679084","3366248"
8900Z,BR PUBLIC WORKS,01/05,112PLSC,"4.11",02/17/05,,,,,,PLEISTOCENE SERIES,"679076","3366709"
8901Z,BR PUBLIC WORKS,01/05,112PLSC,"2.78",02/17/05,,,,,,PLEISTOCENE SERIES,"678350","3367036"
8904Z,BR PUBLIC WORKS,02/05,112PLSC,"8.00",02/22/05,,,,,,PLEISTOCENE SERIES,"677978","3368570"
8905Z,BR PUBLIC WORKS,01/05,112PLSC,"19.00",02/22/05,,,,,,PLEISTOCENE SERIES,"678039","3368109"
8906Z,BR PUBLIC WORKS,02/05,112PLSC,"13.00",02/21/05,,,,,,PLEISTOCENE SERIES,"678208","3367588"
8907Z,URS CORPORATION,01/05,112MRVA,"4.00",02/28/05,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"681830","3360072"
8401Z,"BOURLAND, DAVID",11/99,11204BR,"0.00",,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"683590","3361826"
"234",LAMAR ADVERTISE,"1978",112SLBR,"0.00",,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"688701","3359695"
8116Z,EXXON CO USA,02/99,112SESC,"10.65",03/01/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"682403","3370522"
7606Z,LENNAR CENTRAL,06/95,112SESC,"10.50",06/13/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"682459","3370338"
10174Z,MACK ENERGY COMPANY,06/25/2020,112MRVA,"7",06/25/2020,,,,,P,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"675130","3359869"
10126Z,"BGD TOWNHOMES, LLC",,112SLBR,,,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"692922","3359646"
10125Z,JOHNNY CURTIS,07/29/2019,11204BR,"31",07/29/2019,,,,,G,400-FOOT SAND OF BATON ROUGE AREA,"692655","3374703"
"1211",RUNNELS SCHOOL,"1976",112SLBR,"0.00",,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"692596","3367495"
7180Z,STAR ENTERPRISE,07/93,112SESC,"12.00",07/25/93,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"679927","3373375"
7179Z,STAR ENTERPRISE,07/93,112SESC,"12.00",07/25/93,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"679927","3373375"
7181Z,STAR ENTERPRISE,07/93,112SESC,"12.00",07/25/93,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"679927","3373375"
7275Z,STAR ENTERPRISE,03/94,112SESC,"4.00",03/04/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"679794","3373373"
"64","ODOM, PAUL",05/47,12117BR,"30.00",05/31/47,,,,,,1700-FOOT SAND OF BATON ROUGE AREA,"694193","3372236"
"65","BANKSTON, E W",05/39,12112BR,"11.21",06/21/57,,,,,,1200-FOOT SAND OF BATON ROUGE AREA,"693878","3371953"
"67","BENTON, D M",,112SLBR,"16.45",06/30/57,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"693748","3371766"
"70","BENTON, O M",06/51,11204BR,"0.00",,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"693748","3371766"
"1444",BATON ROUGE WATER COMPANY,09/01/1931,12115BR,,,,,,,,1500-FOOT SAND OF BATON ROUGE AREA,"676970","3371510"
"982",TOOMER ELECTRIC,04/76,112SLBR,"12.41",05/09/84,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"688549","3362342"
"1445",BATON ROUGE WATER COMPANY,05/31/2019,12223BR,"193",05/31/2019,"320","1728000",10 X 8 ORIFICE,2019/05/30,P,"2000- AND 2400-FT SANDS OF BATON ROUGE AREA, MIOCE","678363","3369561"
5614Z,LAMMERTS OIL,11/87,11204BR,"20.00",11/09/87,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"686458","3362767"
"353",EXXON CHEMICAL,05/43,12224BR,"25.00",05/20/43,,,,,,2400-FOOT SAND OF BATON ROUGE AREA,"675016","3375204"
"1021",PARISH WATER CO,10/79,12115BR,"75.09",10/16/79,,,,,,1500-FOOT SAND OF BATON ROUGE AREA,"687591","3376001"
6668Z,EXXON CO USA,,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678665","3370614"
514A,BATON ROUGE WW,11/50,12228BR,"0.00",,,,,,,2800-FOOT SAND OF BATON ROUGE AREA,"678807","3373357"
"128",DIVINCENTI BROS,"1921",12108BR,"88.38",08/22/40,,,,,,800-FOOT SAND OF BATON ROUGE AREA,"675425","3369699"
6617Z,"DANIELS, DAN",08/90,112SLBR,"24.00",08/29/90,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"683655","3359548"
6460Z,"BAUGH, ROBERT",,11204BR,"0.00",,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"693405","3367047"
8340Z,SOUTHLAND CORP,04/99,112SESC,,04/08/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678703","3371539"
7511Z,BLUEBONNET VIL,12/94,112SESC,"14.00",12/09/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"682856","3362553"
7701Z,EXXON CO USA,06/93,112SESC,"6.15",08/23/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681584","3373188"
198C,"PAULAT, G",08/39,12112BR,"0.00",,,,,,,1200-FOOT SAND OF BATON ROUGE AREA,"683382","3363055"
5111Z,CALLON PETRO,12/84,112MRVA,"7.00",12/21/84,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"675221","3362458"
5223Z,"FLETCHER, CATHY",01/86,11200NWM,"0.00",,,,,,,[NO WELL MADE],"693419","3364768"
"254","EASTERLY, L",04/39,11204BR,"4.00",04/01/39,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"690486","3361483"
5654Z,CHEVRON,02/88,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"682485","3370370"
"968",LSU BATON ROUGE,12/72,112SLBR,"0.00",,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"677007","3361009"
6752Z,LSU ENGINEERING,06/91,112MRVAC,"2.25",07/30/91,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"676080","3360563"
